id,nome_original,nome_canonico_proposto,nome_normalizado_chave,plataforma,categoria_atual,subcategoria_atual,papel_catalogo_proposto,escopo_mercado,mercado_principal_proposto,submercado_proposto,mercados_relacionados_propostos,orientacao_b2b_b2c,tipos_sinal_propostos,estagios_funil_propostos,confianca_regra,acao_migracao
316,Pessoas de 60 a 64 anos (Dados Serasa Experian),Pessoas de 60–64 anos,pessoas de 60 a 64 anos (dados serasa experian),Programática,Consumo & Varejo,Pais & Mães (por faixa etária dos filhos),perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
317,Pessoas de 30 a 34 anos (Dados Serasa Experian),Pessoas de 30–34 anos,pessoas de 30 a 34 anos (dados serasa experian),Programática,Consumo & Varejo,Pais & Mães (por faixa etária dos filhos),perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
318,Pessoas de 45 a 49 anos (Dados Serasa Experian),Pessoas de 45–49 anos,pessoas de 45 a 49 anos (dados serasa experian),Programática,Consumo & Varejo,Pais & Mães (por faixa etária dos filhos),perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
319,Pessoas de 25 a 29 anos (Dados Serasa Experian),Pessoas de 25–29 anos,pessoas de 25 a 29 anos (dados serasa experian),Programática,Consumo & Varejo,Pais & Mães (por faixa etária dos filhos),perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
320,Pessoas de 50 a 54 anos (Dados Serasa Experian),Pessoas de 50–54 anos,pessoas de 50 a 54 anos (dados serasa experian),Programática,Consumo & Varejo,Pais & Mães (por faixa etária dos filhos),perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
321,Pessoas de 35 a 39 anos (Dados Serasa Experian),Pessoas de 35–39 anos,pessoas de 35 a 39 anos (dados serasa experian),Programática,Consumo & Varejo,,perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
322,Pessoas de 18 a 24 anos (Dados Serasa Experian),Pessoas de 18–24 anos,pessoas de 18 a 24 anos (dados serasa experian),Programática,Consumo & Varejo,Pais & Mães (por faixa etária dos filhos),perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
323,Pessoas de 55 a 59 anos (Dados Serasa Experian),Pessoas de 55–59 anos,pessoas de 55 a 59 anos (dados serasa experian),Programática,Finanças & Seguros,"Investimentos (Ações, Fundos)",perfil transversal,transversal,,,Finanças & Seguros,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
324,Pessoas com mais de 70 anos (Dados Serasa Experian),Pessoas com mais de 70 anos,pessoas com mais de 70 anos (dados serasa experian),Programática,Finanças & Seguros,"Investimentos (Ações, Fundos)",perfil transversal,transversal,,,Finanças & Seguros,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
325,Interessados em Sedãs Médios - Serasa Experian,Interessados em Sedãs Médios,interessados em sedas medios - serasa experian,Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,,B2C,interesse/afinidade,Conhecimento | Consideração,média,mapear
326,Interessados em Pick-ups de Grande Porte - Serasa Experian,Interessados em Pick-ups de Grande Porte,interessados em pick-ups de grande porte - serasa experian,Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
327,Interessados em Sedãs Grandes - Serasa Experian,Interessados em Sedãs Grandes,interessados em sedas grandes - serasa experian,Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,,B2C,interesse/afinidade,Conhecimento | Consideração,média,mapear
328,Interessados em Pick-ups Compactas - Serasa Experian,Interessados em Pick-ups Compactas,interessados em pick-ups compactas - serasa experian,Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
329,Interessados em SUVs de Grande Porte - Serasa Experian,Interessados em SUVs de Grande Porte,interessados em suvs de grande porte - serasa experian,Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
330,Interessados em SUVs Médios - Serasa Experian,Interessados em SUVs Médios,interessados em suvs medios - serasa experian,Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
331,Interessados em Sedãs Compactos - Serasa Experian,Interessados em Sedãs Compactos,interessados em sedas compactos - serasa experian,Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,,B2C,interesse/afinidade,Conhecimento | Consideração,média,mapear
332,Interessados em SUVs de Luxo - Serasa Experian,Interessados em SUVs de Luxo,interessados em suvs de luxo - serasa experian,Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
333,Interesse em veículos do tipo Minivan (Dados Serasa Experian),Interesse em veículos do tipo Minivan,interesse em veiculos do tipo minivan (dados serasa experian),Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,alta,mapear
334,Interesse em veículos do tipo Hatch Superiores/Premium (Dados Serasa Experian),Interesse em veículos do tipo Hatch Superiores/Premium,interesse em veiculos do tipo hatch superiores/premium (dados serasa experian),Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,alta,mapear
335,Interesse em veículos do tipo Hatch Médio (Dados Serasa Experian),Interesse em veículos do tipo Hatch Médio,interesse em veiculos do tipo hatch medio (dados serasa experian),Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,alta,mapear
336,"Interesse em veículos Familiares, peruas (SW) ou Utilitários (Dados Serasa Experian)","Interesse em veículos Familiares, peruas (SW) ou Utilitários","interesse em veiculos familiares, peruas (sw) ou utilitarios (dados serasa experian)",Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,"B2B, Enterprise & Indústria",B2C,demográfico/socioeconômico | interesse/afinidade,Conhecimento | Consideração,média,mapear
337,Interesse em veículos do tipo Hatch Compacto (Dados Serasa Experian),Interesse em veículos do tipo Hatch Compacto,interesse em veiculos do tipo hatch compacto (dados serasa experian),Programática,Mobilidade,Entusiastas de Carros (Luxo/Esportivos),conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Categorias de veículos,,Transversal/indefinido,interesse/afinidade,Conhecimento | Consideração,alta,mapear
338,"Empresas de grande porte, tradicionais e com alta influência no mercado (Mosaic Business A01)","Empresas de grande porte, tradicionais e com alta influência no mercado","empresas de grande porte, tradicionais e com alta influencia no mercado (mosaic business a01)",Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Enterprise e grandes empresas,,B2B,empresa/firmográfico,,alta,mapear
339,Empresas e profissionais atuantes no setor financeiro (Mosaic Business A02),Empresas e profissionais atuantes no setor financeiro,empresas e profissionais atuantes no setor financeiro (mosaic business a02),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,Finanças & Seguros,Outros / revisar,"B2B, Enterprise & Indústria",B2B,cargo/função profissional | empresa/firmográfico,,média,mapear
340,Microempreendedores e microempresas com longo tempo de mercado e estabilidade (Mosaic Business B08),Microempreendedores e microempresas com longo tempo de mercado e estabilidade,microempreendedores e microempresas com longo tempo de mercado e estabilidade (mosaic business b08),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",PMEs e empreendedores,,B2B,empresa/firmográfico | demográfico/socioeconômico,,alta,mapear
341,Empresas de médio porte com saúde financeira positiva (Mosaic Business C11),Empresas de médio porte com saúde financeira positiva,empresas de medio porte com saude financeira positiva (mosaic business c11),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,Finanças & Seguros,Outros / revisar,"Saúde, Bem-estar & Beleza | B2B, Enterprise & Indústria",B2B,empresa/firmográfico,,média,mapear
342,Empresas de médio porte com estabilidade e maturidade (Mosaic Business B05),Empresas de médio porte com estabilidade e maturidade,empresas de medio porte com estabilidade e maturidade (mosaic business b05),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,empresa/firmográfico | demográfico/socioeconômico,,média,mapear
343,Empresas de pequeno porte consolidadas e tradicionais (Mosaic Business B07),Empresas de pequeno porte consolidadas e tradicionais,empresas de pequeno porte consolidadas e tradicionais (mosaic business b07),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Enterprise e grandes empresas,,B2B,empresa/firmográfico,,alta,mapear
344,Empresas autônomas e profissionais liberais com maturidade de mercado (Mosaic Business B09),Empresas autônomas e profissionais liberais com maturidade de mercado,empresas autonomas e profissionais liberais com maturidade de mercado (mosaic business b09),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,cargo/função profissional | empresa/firmográfico | demográfico/socioeconômico,,média,mapear
345,Estabelecimentos comerciais em fase de crescimento e expansão (Mosaic Business C12),Estabelecimentos comerciais em fase de crescimento e expansão,estabelecimentos comerciais em fase de crescimento e expansao (mosaic business c12),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,empresa/firmográfico,,média,mapear
346,Proprietários de comércios com experiência comprovada e bons resultados (Mosaic Business C10),Proprietários de comércios com experiência comprovada e bons resultados,proprietarios de comercios com experiencia comprovada e bons resultados (mosaic business c10),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,empresa/firmográfico,,média,mapear
347,Empresas do setor de serviços com estabilidade financeira e operacional (Mosaic Business C14),Empresas do setor de serviços com estabilidade financeira e operacional,empresas do setor de servicos com estabilidade financeira e operacional (mosaic business c14),Programática,B2B & Indústria,Pequenos e Médios Empresários (PME),conceito de audiência,vertical,Finanças & Seguros,Outros / revisar,"B2B, Enterprise & Indústria",B2B,empresa/firmográfico | demográfico/socioeconômico,,média,mapear
348,Quadro societário composto por executivos e sócios com longa trajetória profissional (Mosaic Business C13),Quadro societário composto por executivos e sócios com longa trajetória profissional,quadro societario composto por executivos e socios com longa trajetoria profissional (mosaic business c13),Programática,B2B & Indústria,Executivos C-Level & Diretores,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Liderança e decisores,,B2B,cargo/função profissional | empresa/firmográfico,,alta,mapear
